id,Class,Community,Subclass,text
UgwR52zjJr5kyADUA8t4AaABAg,counterspeech,lgbt,9,WHY does anybody give airtime to this nutbag???
Ugyj9u__U4qltk4Q12J4AaABAg,counterspeech,jews,9,"Not to worry people, the Muhahahahahmadans don't stand a chance, their God is false as is their so called religion, it is a false ideology based on the writer of the Satanic verses, a paedo, and One very sick individual, whom his Own mother admitted he was One Sick puppy.
He has his followers of all WHOM are Cowards, they run around getting offended and then as typical COWARDS, murder rape the young girls and Women, even in opposing Tribes of Muslims, they are pure evil and will be stamped out"
UgyIc7TlEhab4jNt5hN4AaABAg,noncounter,jews,Default,@mrlogicalman1 You need to learn a little more about christianity. No offense.
UgweXtMTBya6qo4RXAN4AaABAg,noncounter,black,Default,If you dont like the content dont watch it
UgxkHNuZBXzSHKfGzsh4AaABAg,noncounter,black,Default,Detained not arrested!!!! He was involved regardless. In this situation you detained both parties and then ask questions. There is no prior if you are released apon questioning
UgiCoHfJLWlOWHgCoAEC,counterspeech,jews,Affiliation,"I am Jewish, and applaud the show for this episode. Still, I can see episodes about latinos, blacks, muslims.... yet none about anti white prejudice. That is not something to be swept under the rug. I would wager that anti white racism is more common these days than anti black racism."
Ugg3CWLjtMbou3gCoAEC,noncounter,jews,Default,"dam americans they come to your country to have a better future you dont know what it's like to live in poverty and what did they do to you.if u were to visit a foreign country such as mexico,china,france if u didnt know how to speak there language they wouldn't tell u to get out of here.If u went to philipines as a white guy people would admire you even if u didnt speak the language, people that live in poverty dont know what its like to eat good food or live in big houses all they do is work so that they and their family could have a better future.for all u mexican or other rejected  ethnicities come to NZ!!!! everyone will treat u the same and for all u americans im sorry if it offended u in any way and especially for the non-racist americans but just please stop this racism and live life happy ;"
UggMc2lQCkgOSHgCoAEC,counterspeech,jews,Hostile language,I don't understand how someone could defend this attitude. What started the Second World War? Exactly this discrimination. Some of these reactions are simply disgusting.
UggqCdyuQd2OpngCoAEC,noncounter,jews,Default,Hitler was right and the zionists just fucking stage terror attacks and blame it on Jewish people's enemy the Muslims I mean common molten metal can't be melted by jet fuel it's common sense
UghnZdWFzACuJ3gCoAEC,noncounter,jews,Default,mickey mouse club house😇
UgjpXBYuQZF1c3gCoAEC,counterspeech,lgbt,Positive tone,"Fortunately I don't have this problem with my son or daughter. My son, just 11 years old, is the ultimate alpha in his school. He's the one who beats up the little sissy kids. And my 16 year old daughter is a total girls girl. She can't even open a can of soup. I raised them well. Sarcasm."
Ugygtj7rnrubv7AuRYF4AaABAg,counterspeech,black,9,YOU RACIST LITTLE PRICKS I CAN PROMISE YOU NO MATTTER YOUR COLOR OF SKIN THEY WILL ARREST YOU CAUSE THEY MAKE 120 DOLLARS A DAY FOR PEOPLE BEING IN JAIL
UgjBC6Uu7Hbzr3gCoAEC,counterspeech,jews,Affiliation,"As someone who has had to deal with anti-semitism throughout my whole life, this comment section really depresses me."
Ugi2aePZrp09KXgCoAEC,counterspeech,jews,Presenting facts,"It's clear there is no curse or bless for specific race in Islam .quran . 
O people, we created you from the same male and female, and rendered you distinct peoples and tribes, that you may recognize one another. The best among you in the sight of GOD is the most righteous. GOD is Omniscient, Cognizant.
Alhijrat-13"
Ugi_G2VAYPJln3gCoAEC,counterspeech,jews,Affiliation,"I am a Muslim.. I believe ALLAH didn't curse anyone. Its the interpreters who did it. ALLAH is the image of PURITY AND KINDNESS. and the GREATEST FORGIVER.. HIS understanding and kindness is beyond measure. I don't think, there is an event when GOD cursed. HE is PATIENCE and MERCIFUL. Its pretty obvious that ""that curse thing"" is came a human mind. Godbless brother and sisters from all different religions.."
UgxOcnoJLthOPwvqL2Z4AaABAg,noncounter,black,Default,Lmao this is funny asf
UgjuVwdzy-a1xHgCoAEC,noncounter,lgbt,Default,GOD love the sinners...... but not the sin!
UggRbsVeGC75lXgCoAEC,noncounter,jews,Default,"I feel like, if this were Jehovah's Witnesses, people would act differently. Which is quite sad."
Ugiy13rNV7auJXgCoAEC,counterspeech,lgbt,"Warning of offline or online consequences, 9","This is actually sad, because the guy is clearly mentally ill (it even goes beyond the usual hate-rhetoric the religious use).  He will likely hurt someone with more than his words eventually. We all can only hope it will be no more than himself.

He also clearly is divorced from facts and reality and willfully lacks the most basic education about HIV, AIDS and homosexuality."
Ugio0RWUU7Z04XgCoAEC,noncounter,lgbt,Default,PASTOR MANNING FOR PRESIDENT!
UghtPLumSHeeEXgCoAEC,noncounter,lgbt,Default,I completely agree with Pastor Anderson on this subject. I'm glad that there still are some pastors in our country that have enough guts to stand up and rebuke the modern day perverts and freaks of our world like Caitlyn Jenner.
UgztTr3nN2I8lHWVxmd4AaABAg,noncounter,jews,Default,(((VERY IMPRESSIVE)))
UggFlls7nom1wHgCoAEC,counterspeech,lgbt,"Positive tone, 9",hes so gay
Ugh2wvrUssuFmHgCoAEC,noncounter,jews,Default,1K Racist assholes disliked this 🖕🏽
Ugi87lWSq7eUW3gCoAEC,counterspeech,lgbt,Positive tone,"Wearing clothes is unnatural, Kirk. Cognitive dissonance?"
UgyNCPW-0IeCigQWY0l4AaABAg,noncounter,jews,Default,"even quran says Jesus is born out of mary without male intervention...how is it possible? God created Jesus by blood thru mary...then who is the father of JESUS....simple ...GOD...jesus prayed to his father, the creator.we are the children of GOD but JESUS  is the SON of GOD....try to understand the difference in meaning between son & child...."
UgyrqC5CfFMTVUCSMot4AaABAg,noncounter,jews,Default,"Jews probly did look down on Arabs,bcos Arabs are children of Abram's slave woman Hagar.Ishmeal was his  
1st born,But bcos he was child of a slave,he was looked down on bcos God made covenant with Abraham & his younger son Isaac.Jews claim to be decendents of Isaac,& Arabs decendents of Ismeal.""Isaac heir of all things.""Heb1:2,Gen2:25.5."
Ugg00VJqPXsgBngCoAEC,noncounter,jews,Default,"This isn't realistic, if you want antisemitism like real life you have to have a muslim man working the counter with a Free Palestine banner screaming kill the jews for freedom."
Ugx9w8AHEX_aY4QO9Th4AaABAg,noncounter,black,Default,He a chomo if thats ny he finna get analy raped
UgzKAYXy2kXiUioGhdx4AaABAg,noncounter,black,Default,"Very smart video actually for people with more than half a brain who will understand it and your brilliant sense of humour. And i'm british, we did not only invent modern slavery , we invented humour too. With a bloody  U for fuck's sake ."
UgibztokGjGrm3gCoAEC,counterspeech,jews,Denouncing hateful or dangerous speech,"If you curse people based on their Natinality, Race, or Religion, you become an intolerant, bigot or a Racist. I can understand a person being punished for his or her individual action. But would you curse his family or his nationality or the race for that individual's action? What is the moral justification for that?"
UgiL5k2YZZy8t3gCoAEC,noncounter,lgbt,Default,"It all boils down to peoples view of the bible. Either you war against it and make your own morality in defiance of God.
Or like kirk you humble yourself under its authority and come to love the truth."
UgyDnYmIVM6cqUg0me14AaABAg,noncounter,jews,Default,"Lol science is from the Quran. Oceanology, mountain, layers of the sky, layers of the earth, anatomy & the number of plants. & Just so you know, Muslims were the one who created numbers, they started physics & chemistry, I took it in History class, plus the ""Jews"" wouldn't be able to create a single ""car"" without man slaughtering thousands of innocent lives in Iraq."
UgxXxKwntn2KcT-bf1t4AaABAg,counterspeech,jews,"Presenting facts, Hostile language","Jews/Christians were only hated in Quran as they RIGHTLY didnt accept Mohammed as a prophet. 4 this reason Mohammed beheaded upto 700 innocent (banuQuraiza) Jews who... Which Godly book can spead hate like this:  (Qur'an 5:51)""Believers, take not Jews and Christians for your friends. They are but friends and protectors to each other."""
UgiUvtkva2w4fngCoAEC,noncounter,lgbt,Default,Glad to hear someone speak the truth & not be afraid what people have to say about it ..
Ugwdw77wBQAPoAYoTXZ4AaABAg,noncounter,jews,Default,"The HolyKoran has never educated scientists.Scientists bcame educated,inspite of the Koran & Bible,not bcos of them.Probly most scientists deny all the prophets,including Muhammad.Perhaps people of faith are the ones who have failed,bcos they do not question.They are irrational.The Creator gave us rational minds to use,question,have doubts.That is how science works.Unlike faith,which does not question & is blind.People of faith are Lost in Delusion,much the same as superstitious ancients..."
Ugzym-D3fw_yGiVlrRR4AaABAg,counterspeech,black,9,You are an idiot! Not funny at all
Ugjnh3fJEApIwXgCoAEC,noncounter,jews,Default,"Antisemite means you hate all semites. Semites are arabs.
So if you hate jews you are anti-jewish.
This video is staged by jewish media."
Ugj7Jj6FWlHiwXgCoAEC,counterspeech,jews,9,"Hi, y'all.
After sitting through this screed, a civilized person can have only one reasonable reaction:
Death to Islam!
Death to Hamas, Hezbollah,  and all the Islamist organizations around the world.
May you burn alive in this life,
as you will burn eternally in the next."
Ugj9xsswKZSwjXgCoAEC,noncounter,jews,Default,"If allah hates jews why does he let jews reproduce!?
Mind =Fucked"
Ugw26Q9trc0oebSMrON4AaABAg,counterspeech,jews,9,"this cunt should wake up to himself, he's in south Auckland there's a Christian church on every corner. the Muslims in South Auckland get put in check if they preach that shit out on the Streets of South Auckland so they hide in there little mosques"
UggCrMxtTu8dLHgCoAEC,counterspeech,lgbt,9,It's sad how the people are just laughing and agreeing with him. Disgusting.
UgzMk89cSviT13Gddnt4AaABAg,noncounter,jews,Default,"There will be no one of you who will not enter it (Hell).
This was an inevitable decree of your Lord. 
Afterwards he may save some of the pious, God-fearing Muslims out of the burning fire. 
-- Sura 19:71-72"
UgycOv_5-iMS1jrnSyV4AaABAg,noncounter,black,Default,"Lol you are all such reactionary shitbags. Of course the police are going to detain people until they figure out what the hell happened. But keep singing that ""poor me im jest a black man"" song. Assholes."
UgyiYmKQxJeLO0P8knV4AaABAg,noncounter,black,Default,The detaining any we have to arrest you at 8 because you're scary black guy I know here in Iowa in Mason City Iowa the law is is if you get into a fight you both have to be arrested both of you no matter what no matter if you're defending yourself or not that's not a racist and thing that's government finds a way to find you yeah now we can get more money out of them money to color agreed not to color racism green green Green let's put the blame where it really belongs
Ugw_9WFGmpwzCcCxGzB4AaABAg,counterspeech,jews,9,"Not only Jews, Allah curse the Infidels too, because they use Koran as a toilet paper."
UgxfGGCLp_6dYXNvVOh4AaABAg,counterspeech,lgbt,Presenting facts,"Anyone who is a biblical scholar would understand when I say. In Jesus day he ate and socialized with the tax collectors.. the pharisees lost there minds over this. If Jesus was here today, you know he would have hung out with the homosexuals in the clubs. Jesus Came to save humanity not condemn it! He came for the lost, not to pamper the already saved drops mic"
UgwHnyHLvo0TsJeC1zN4AaABAg,counterspeech,jews,"Denouncing hateful or dangerous speech, Pointing out hypocrisy or contradictions",IF allah created all humans then why is he cursing his own creation or if he didn't created the jews then he is not the only creater as claimed in . ISLAM is so fake it contradicts itself countless times
UgzHjygIuVO5WMZuift4AaABAg,noncounter,black,Default,This was hilarious lmao
Ugxw49rq-qnfDdJFdQd4AaABAg,counterspeech,black,9,"I want to slap her so freaking much, your such a ughhhhh I can't stand this girl"
UgjH0CjnD1XV43gCoAEC,counterspeech,lgbt,9,"do I support Kirk Cameron TV shows or Movies? fuck no!!! love is love, get over it already!!!"
UgzOGya8SdfERGGXryd4AaABAg,counterspeech,lgbt,Positive tone,"It is speeches like these which give back hope to me... teaching to crush, punch, kick, (why not kill?) in the name of,... GOD!... Yeah, that's right. Good to know who the real freaks and murderers are in mah town..."
UghU-zDXbFdarngCoAEC,noncounter,jews,Default,Can you do one on Christians?
UgwTe8t0BRYPspvoPfh4AaABAg,noncounter,black,Default,"They might have just detained him. As a police officer you shouldn't just believr words. The girl probably prooved what the black dude said, and probably this footage was provided. They put handcuffs so that no one escapes. If you are right - you can be calm, this is the reason the black dude wasn't panicking like the pedo"
UgyFc3EgNPrNhraD7Fh4AaABAg,noncounter,black,Default,"Those are two disgusting swines!!!
""To serve and protect.""
Whatever!!!"
UgjtFtV9Gav_IHgCoAEC,counterspeech,lgbt,Pointing out hypocrisy or contradictions,"2:04 = ""ALL of us are sinful. I could stand at the top of the list""
So Kirk is ""more sinful"" than murders and rapists.
MORE SINFUL THAN HOMOSEXUALS, LOL!"
UgjFy1XDghbJDXgCoAEC,counterspeech,lgbt,9,"i hope one of his children is gay, not for their sake as their life would be difficult to say the least, but for his..... what a fool he is."
UgjkHs81UXPFkngCoAEC,noncounter,lgbt,Default,"To all who think homosexuality is natural........

Explain to me how an exit becomes an entrance.......


See? That's what I thought. It was supposed to be made for waste, not for sex."
UggTG14Ahb_2gHgCoAEC,noncounter,jews,Default,THIS IS B.S. ALL OF YOU NEED TO RESPECT EACH OTHER!!!! LOOK AT YOURSELVES! I'M GETTING SO IMPATIENT RIGHT NOW! YOU ARE ALL IDIOTS! WE ARE ALL HUMAN BEINGS! RESPECT EACH OTHER! I LOOK UP TO NONE OF YOU IDIOTS! IM SO NOT INSPIRED! JEEZ!!!! YOU ARE SUCH A BAD INFLUENCE ON OUR SOCIETY! I WAS RAISED IN THE RIGHT ENVIRONMENT SO I KNOW HOW TO ACT AROUND PEOPLE NOT EXACTLY LIKE ME! JEEZ!
UgyAcC-Dp2wdTsQvNRV4AaABAg,noncounter,black,Default,Gay
UgwxdVlFYT5SQ0UOmOV4AaABAg,noncounter,black,Default,Why would he get arrested did he give the other animal injuries by law he has to get arrested but released after story told
Ugg0lTIoZg9gWngCoAEC,counterspeech,black,Denouncing hateful or dangerous speech,please don't be racist it just isn't right there human beings treat them nice
UgijhUzfpELocngCoAEC,noncounter,black,Default,"Yeah, this doesn't happen to white people. It only happens to those poor put upon black folks. 

Me? I'm white and the cops have never harassed me and acted like assholes just because they could. Nope, I've never been pulled over and trash talked, had my car practically dismantled on the side of the road, or been asked a thousand pointless questions because I hung around the airport too long waiting for a late flight to arrive.

Cop harassing a black guy = cops harass black guys. Typical leftist bullshit masquerading as facts."
UggZbmn5gTdntHgCoAEC,noncounter,lgbt,Default,Homosexuality is an unnatural act that is absolutely disgusting!
Ugwq9zyG6Nfx6-_Ewed4AaABAg,counterspeech,jews,Hostile language,the curse affected Jews really a lot kikes
UgiYjMfC8Hu3UngCoAEC,noncounter,jews,Default,pause at 1 04 lol
UggN82EUZfLeJngCoAEC,noncounter,lgbt,Default,"This Bishop was on point!!............. All who disagree with him, will burn burn burn burn in hell"
UgwaMTP5n3XeYCZa7T54AaABAg,counterspeech,black,Hostile language,"This man did THE RIGHT thing!!!Thank you for standing up for that child,please don't let stupidity stop you😇"
UggBCmRied3u-3gCoAEC,counterspeech,lgbt,"Denouncing hateful or dangerous speech, Presenting facts","Whats the difference between this guy and Hitler ? nothing! ethnic cleansing is ethnic cleansing! whatever the case the Ten Commandments are for a church not the law of the land or part of some government entity .. Furthermore there are over 200 known and recorded religions just in the US alone not to mention the Original owners of this part of America - native American tribes who do not follow the code or 66 -or + books of the bible ... So little preacher hitler can take is witch hunting attitude and go play god in hell for what it worth here on youtube ... A written Act, means privilege,  privilege is not a law or right , that said , The freedom of religion act holding this idiots religion together is a privilege not a right and his idol threats mean nothing to the majority of Americans thank the Indian Tribes ."
UgyEqmrvJDTiA1NcGYd4AaABAg,noncounter,jews,Default,"have u read the quran? I can see a blind man with open eyes in u.. I have completed my mission with u and it seems that it is pointless in making u think wisely.. says the quran "" to u is your religion and to me mine "" I know u will wonder again to every muslim room to instill hatred among the viewers.. the quran has spoken the truth about everything in this world including the jews.. it has never change through time and only a good muslim will abide by its laws.."
UgwCKYnFF3JPqGTjqgh4AaABAg,noncounter,jews,Default,"What about the war against the Byzantines, Spanish, Greeks. Almost all of Europe would have been overtaken by Muslim invaders had it not been for Charles the Hammer Martel."
Ugz7oVqcYfWdylYPYxV4AaABAg,counterspeech,black,Warning of offline or online consequences,And that is why the public are reluctant to step up and help.
UgzW3d7A6WuQk1F-Zf94AaABAg,noncounter,black,Default,Niggers are retarded and violent with skin the color of shit and hair like velcro.
UgwCiv28bW3IDFObOzh4AaABAg,counterspeech,jews,"Affiliation, Hostile language",Im German/American and Jewish people are chill folks no need to hate them
UghCUjGJZVDyn3gCoAEC,noncounter,lgbt,Default,"so now gaymerican males choose the ""man-ure pile end & its even legalized?"
UgjpIZFqRP9B5HgCoAEC,counterspeech,lgbt,Positive tone,"And here we have ladies and gentlemen, the reason society hates us Christians."
Uggqjng9SFqHsngCoAEC,noncounter,jews,Default,jews earned there place.
UgyX-Dtxits02NIxUQd4AaABAg,counterspeech,black,9,police are corrupt mexicans blacks  any minority and whites get discrimination in poverty areas cops are corrupt just like politicians
UgxWj5AYYW0k6lgFqT14AaABAg,noncounter,black,Default,You dumbass he attacked someone so they still have to detain him and question him. It has nothing to do with race and him getting detained it doesn't mean he's in trouble. These guys are literally trying to make an issue out of nothing.
Ugym8Kg1hOt6USHecit4AaABAg,noncounter,jews,Default,"@mad5054 
Jesus and muhamma were very much like...they both represented an imaginary god!!!!!!"
Ugzk4wolxxZ9ZKzbQGx4AaABAg,counterspeech,jews,"Denouncing hateful or dangerous speech, Presenting facts","@TheOneThirteen 
This is another false fabrication of the deceitful Arab propaganda.  In Palestine the German Nazis signed agreements only with the Arabs, led at that time by their infamous Mufti, Haj Amin el Huseini."
Ughx0EgryaD_3ngCoAEC,noncounter,jews,Default,I have no problem with realistic people that know the great creator has left earth and aint coming back soon...
Ugi7UXRKIzAUQHgCoAEC,counterspeech,lgbt,9,Someone throw this man in a padded cell and throw away the key.
UgjEAGfNXzrfW3gCoAEC,noncounter,jews,Default,"I have a question for the Jewish people out there in the comment section. Is it true that if your mother is Jewish you are automatically Jewish upon birth but the same does not hold true about your father? For instance, if your father is a devout Orthodox Jew and hypothetically he marries a Catholic woman you (the child) are not technically Jewish. Is that correct that the birthright for Judaism is passed through the mother and not the father or am I wrong about this?"
UgwzT2hXoLuGR6Xz3E14AaABAg,noncounter,black,Default,The Young Turds
Ugx3BLbiUQObQI2Juu94AaABAg,counterspeech,lgbt,9,How is people like this douchenozzle allowed to talk at all?
UgjzGQqBHEcItngCoAEC,noncounter,lgbt,Default,homosexuality is sin are you gay phoenix
UgzxVHgGIannp-YvzUJ4AaABAg,counterspeech,black,9,I hate cops
UgzuZE8Nm_NFPfOUCmJ4AaABAg,noncounter,jews,Default,BLOOD SACRIFICE
UghtUxL0wi0hrngCoAEC,noncounter,jews,Default,Why are Jewish men circumcised? Because Jewish women won't touch anything that isn't at least 20% off.
UgiT4eUy__b4pXgCoAEC,noncounter,lgbt,Default,"It is unnatural you cant deny that one, you must be a moron to not notice that fact."
Ugxhk047CTeD7ii8wuZ4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,Horrible video.....
Ugx0woFsEMPDr2AGSHV4AaABAg,noncounter,black,Default,"Officer: I'd like to know who you are.
Man: Oh yes ma'am here's my id.
Officer: what are you doing here.
Man: Picking up my kids.
Officer: Oh ok have a nice day.
That's how it could go if people would just comply."
UgxRRtaG5kCamZOW2l54AaABAg,noncounter,black,Default,"The racism in or on this planet shall sadly never end.  You do not have to talk to the police, FBI, ICE or any other law enforcement agent or investigator.  If an officer  approaches you and begins speaking to you, ask “am I free to leave?” and if the answer is yes, walk away slowly and calmly."
UgxTo8r5UEmgQyH1DbF4AaABAg,noncounter,black,Default,This could be true. Unfortunately TYT has proven that they can not be trusted. They are always trying to put the African Americans in the best possible light no matter what the actual story is.
Ugg9h6hg-rNEzngCoAEC,counterspeech,jews,9,"DEATH TO AL ARABS MCGREGOR WILL FUCK YOUR MOUSQE IN THE ASS AND I WILL CUM ON JOUR QUORAN
MOTHERFUCKING FUCKING ARABS  FUCK YOU AND YOUR PARENTS. OU SORRY I FORGOT, THEY ALREADY BLEW THEMSELVES UP."
UgwoY_qP3fxp3whUALB4AaABAg,noncounter,black,Default,Every single study shows more white people are in this situation then blacks. The young Turks are lying about study's showing the opposite. Keeping the hate alive
UgxZ15YsO3mjhTC9tpN4AaABAg,noncounter,jews,Default,"@joker8138,u r really a joker. Hw cn u say tht  allah cursd them? R thy nt humans?stop cllng urslf as a better human. N i belv in humanity,nt relg"
UgiaEUG-rTrAUXgCoAEC,counterspeech,lgbt,Presenting facts,"God defined marriage? No, man actually defined it. Uneducated, vindictive, material wealth loving man."
UggUjDdb6HrYbXgCoAEC,noncounter,jews,Default,"The Goyim Know!
Enough said."
Ugj2g8Ryt-RbrngCoAEC,noncounter,lgbt,Default,"Why must some gay people hate God and/or anyone that do not support gay rights? Christians do not hate you, we love everyone because he loves us."
UgyYA1pgBi_lG4SIam54AaABAg,noncounter,jews,Default,Legends say the worker is a grandson of hitler
UgzdTlltwc0gS5FJpN94AaABAg,noncounter,jews,Default,"world bank, who runs it the Rothschild's the Rockefellers!!!!!who r they!? Reason why Zionist Jews have such power is they do run banks and have used usury/interest to their advantage, in Jewish religion they can charge interest to a fellow Jew but they can charge everyone else, in Christianity and Islam usury /interest is a sin, because people are staving because of it in many countries and west people loose homes and property, God says its a crime, Christians regardless wht their religion says all financial institutions   charge it to everyone include themselves, Islam Muslims dnt deal with it.who is the strongest lobby that insures whatever candidate gets into power mmmmm the American/Israel Lobby, that's why US is Israel's bitch. That's why US is only country that always falls in line with Israel's interests even if its against its own interests. These are facts"
Ugz1WtVCLZUxkRavidl4AaABAg,noncounter,black,Default,Its protocol
UgyEJarnYwF5J2newSR4AaABAg,noncounter,black,Default,Probably wanted for murder...
Ugz5o8nAFTIlqLRbBtl4AaABAg,noncounter,jews,Default,the truth is anti-Semitism & jewish discrimination only mean cultivated people
UgyILRvCuuAh-1SyraV4AaABAg,noncounter,jews,Default,"""Allah"" is from the compound Arabic word ""al-ilah"" or in english ""the god"". Allah was known before Muhammad's time, & His name is found in pre-islamic writings & other archeological finds. At the Kabah in Mecca over 350 gods were worshipped,  Allah was the chief God - THE MOON GOD. Allah was the personal title of the moon god, & married to the sun goddess,  they had three daughters, NAMED IN THE Koran.  This is the origin of the Crescent moon.

Do your own research, it's not a secret.."
UgwG5rXbG9gvAqU_7b94AaABAg,counterspeech,black,9,She's such an asshole
UggGq9xe_d2FyXgCoAEC,counterspeech,jews,Affiliation,"Are most of you completely serious? First of all, the point of the episode was not to portray Jews as weak and who need help from ""big, strong, Americans,"" but to encourage people to be nice to each other, no matter race, gender, religion, etc. By commenting anti-zionist and anti-semitic remarks in the comments, you are starting exactly what the video that you just watched condemned. Can none of you have compassion for other human beings? I am Jewish, but why should that make me less of a person that any of you?"
UgiowiXr0Zt4TXgCoAEC,noncounter,lgbt,Default,JEFFREY why is this issue so important to you boo ¿ this can't be healthy ~
UghUfvn1-6HfungCoAEC,noncounter,black,Default,Mr Liberal TYT in stead of your toxic advertisement for blacks and trigger them against the police you had better educate them to comply with the police orders and not to fight back/resist just listen to police and do what he says  then you will not be hurt nor killed in all these videos you show constantly there is one thing in common and that is the supposedly victims are not listening to the police orders and just either fight or resist it seems they want to show they are a MAN and can do any shit they want
Ugz8Lo44IEt3bkNXbd54AaABAg,counterspeech,lgbt,Presenting facts,"God made us all in his image
God gave us the power of free will
God gives us situations because he knows we can handle them
YES it says in the bible that being gay is a sin but it also says LOVE THY NEIGHBOR and DO NOT JUDGE!  every sin is equally as bad as the next....NO where in the bible does it say BANISH gays/bisexuals/lesbians/transgenders NO where does it say to kill them or beat them or insult them THEY didn't choose to be gay/bi/trans just like anyone else did not choose to be straight"
Ugz9XaBkEwRhzESFcZx4AaABAg,counterspeech,lgbt,9,GO DIG A DITCH
Ugymqzy-R4verzrlLdR4AaABAg,counterspeech,jews,9,"Allah curse the Jews in Quran? Why the hell, did  he create them in the first place?
Allah is bigoted, mad, stupid, racist or what? Allah must mend his ways. There is no two words about it. Allah must learn lessons of humanity from humans."
UgwNvsI0uu_JFp7dDHl4AaABAg,counterspeech,lgbt,9,"Well, someone needs a punch alright. But it ain't four year-old Tommy who has no concept of sexuality whatsoever, ya sick faque!"
UgyqlhgA3c6HqFXmzIJ4AaABAg,noncounter,lgbt,Default,"It is unnatural, because it doesn't create anything and God is about creation. Jesus Christ rules and reigns."
UgxSYtLHakx0NODKe-B4AaABAg,noncounter,lgbt,Default,"Well put sir. That word is actually in reference to fortification. It has also been used in regard to ""Temple Prostitutes"" which were common during the writing time of Paul who wrote most of the New Testament. His views on this subject were sculpted by a high class society and where still strongly based on Jewish customs (seeing as he hailed from a long line of Jewish Leaders). If you are looking for a strong book that helps to shed light on this matter look up Josh Boswell; brilliant author!"
UgjnZ7jIEPxLQ3gCoAEC,noncounter,black,Default,"Yeah but this all could have been avoided if he had just given his name and told his side of the story. the lately was just reacting to aggressive customers. And as someone who has worked in retail I have to say there are a lot of really scary people who have even threatened to assault me. The second cop, however, was in fact a racist. but as awful as racist are, as long as you don't resort to violence you can be as evil as you want in your heart: That's called freedom."
Ugzx9t-H_YG31Hln9xV4AaABAg,noncounter,jews,Default,"Semitic is defined in The American Heritage Dictionary as:""Of or relating to a subgroup of the Afro-Asiatic languages that includes Arabic and Hebrew."" So an anti Semitic could be a Muhammad hater also. Just a lil som to think about. Salam, Shalom"
Ugj2EddGsOrm83gCoAEC,noncounter,lgbt,Default,Amen!
UgyFiqMaBb5GFbszdzV4AaABAg,counterspeech,jews,Positive tone,Louis Farrakhan - the only religious leader in the US to recognise 9/11 as Zionist terrorism.
Ugx-KQRdE_YoiexLzXR4AaABAg,noncounter,lgbt,Default,"That pastor made a complete fool of the interviewer. Class act.. good on him
.ban sodomy"
UgypDaS7is8aK91jB_x4AaABAg,noncounter,jews,Default,"All these things were probly known by PaganPhilosophers as early as at least 300bc.They studied science,religion,philosophy&medicine,long bfore time of Muhammad.PaganArabs knew non of that stuff,bcos,just like ancientIsrealites,they were wandering nomads who lived mostly in tents,with no literature,no scientists..JudaismChristianityIslam are faiths that Hate each other& those not of any faith.They fear each other & that is probly why they have always been so violent.There is no Truth in them..."
UgyW2lKrlT99hMthnTt4AaABAg,noncounter,jews,Default,the jews saw this advantage and becos they know that the christians sided the jews they made a plan so that islamophobia became a reality.. they r the ones who hated the muslims becos of the curse of Allah in the quran.. they took advantage of the situation between the muslims and the christians and so 911 happened.. but by the grace of Allah all this turned  into a blessing in disguise.. the influx of non muslims into islam is the outcome of the tragedy of 911.. people started to think..
Ugi8rWRsjOtygngCoAEC,noncounter,jews,Default,"Antisemitism is the reaction over semitism.
Both are racism.
The difference is that without semitism you do not get the anti reaction."
Ugyokp5dOxzoyPgrBj94AaABAg,noncounter,black,Default,"Every police department probably handles these situations differently and the problem is this race card needs to stop and micro analyzing all these types of situations. I know not everyone looks at it from my point but its this simple, a girl was in need of assistance and a guy stepped up to the plate and did the right thing. The police in this instance didn't know the circumstances so to protect all those involved secure the combatants and the release of the man was then established."
UgiRi_d6NnrWBngCoAEC,counterspeech,jews,Denouncing hateful or dangerous speech,Why does allah curse jews in the quran? Because the quran is false and it's the work of satan.
UggLAXLevkFVPngCoAEC,noncounter,lgbt,Default,you are correct Kirk...per God's teachings in the bible homosexuality is a sin....and unnatural.....
UgylH9k4OyWZV95Qcep4AaABAg,noncounter,black,Default,I'm black and I love her so much
UgjSK7cMxx-rjngCoAEC,noncounter,lgbt,Default,Pastor Anderson only speaks the truth. Very courageous.
UgjNIVfia2oa1ngCoAEC,counterspeech,jews,Denouncing hateful or dangerous speech,"If someone curses people based on Race or Nationality, then you become a vile racist and a bigot.  People should be judged by their individual actions, not by their, Nationality or Race or colour. Would you curse baby because of his or her Nationality or Race? Won't you rather give him chance to see what kind of individual he becomes, before starting to curse him, at his birth, because the Quorun sanctions it, based on Nationality."
UgiMY3_xMqM_t3gCoAEC,noncounter,jews,Default,these fucking zionazis are everywhere. Eating the world from inside out.
UgzTaLUhbgFMyeH06vd4AaABAg,noncounter,lgbt,Default,Homosexuals and the United States will burn in hell (Revelations 13)
Ugincx3CQ-iwQHgCoAEC,counterspeech,jews,9,Why does everyody hate the jews? KILL THOSE ISLAMIC BASTARDS IN THE MIDDLE EAST INSTEAD. HITLER SHOULD HAVE ELIMINATED ISLAM INSTEAD OF JEWS.
Ugjuqqm9v4_DEXgCoAEC,counterspeech,lgbt,Positive tone,Yeah because using force to change someone`s sexuality or thought process is going to work just fine and they will start to love you. Can`t see this plan going wrong at all. What a genius!
